Protein_ID (FAMeDB)	Protein name (as in reference)	Protein description	Protein names (Uniprot)	Acc.No.	locus tag (alternative e.g. not in uniprot)	InterPro	InterPro description	EC number (eggNOG)	Ortholog_Cluster_(similarity_of_domain_composition)	KEGG_ko_kofam	KEGG_ko_koala	Organism	Organism (ID)	Taxonomic lineage (Ids)	References (DOI ID)
J6F4W4	A1Q1_06757	Muconolactone isomerase (evidence limited to its presence in a gene cluster)	SnoaL-like domain-containing protein	J6F4W4		IPR032710	NTF2-like domain superfamily	N/A	19	N/A	N/A	Trichosporon asahii var. asahii (strain ATCC 90039 / CBS 2479 / JCM 2466 / KCTC 7840 / NBRC 103889/ NCYC 2677 / UAMH 7654) (Yeast)	1186058	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155616, 1851469, 1759442, 5552, 82508, 189963	10.1016/j.bbagen.2004.12.016
J5RDJ6	A1Q1_06756	Catechol 1,2-dioxygenase (evidence limited to its presence in a gene cluster)	Intradiol ring-cleavage dioxygenases domain-containing protein	J5RDJ6		IPR000627; IPR050770; IPR015889; IPR007535	Intradiol ring-cleavage dioxygenase, C-terminal; Intradiol Ring-Cleavage Dioxygenase; Intradiol ring-cleavage dioxygenase, core; Catechol dioxygenase, N-terminal	1.13.11.1	6	N/A	K03381	Trichosporon asahii var. asahii (strain ATCC 90039 / CBS 2479 / JCM 2466 / KCTC 7840 / NBRC 103889/ NCYC 2677 / UAMH 7654) (Yeast)	1186058	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155616, 1851469, 1759442, 5552, 82508, 189963	10.1016/j.jbiosc.2018.02.009
A0A177DXW9	AaCHD1	Hydroxyquinol 1,2-dioxygenase (catechol 1,2-dioxygenase in reference)	Aromatic compound dioxygenase	A0A177DXW9		IPR000627; IPR007535; IPR015889; IPR050770; IPR039390	Intradiol ring-cleavage dioxygenase, C-terminal; Catechol dioxygenase, N-terminal; Intradiol ring-cleavage dioxygenase, core; Intradiol Ring-Cleavage Dioxygenase; Hydroxyquinol/catechol 1,2-dioxygenase	N/A	6	K04098	N/A	Alternaria alternata (Alternaria rot fungus) (Torula alternata)	5599	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715962, 147541, 451868, 92860, 715340, 28556, 5598, 2499237, 187734	10.1128/aem.00374-07
Q5BFB6	AN0764	Hydroxyquinol 1,2-dioxygenase	Catechol dioxygenase, putative (AFU_orthologue AFUA_1G14270)	Q5BFB6	AN0764	IPR050770; IPR015889; IPR000627; IPR039390; IPR007535	Intradiol Ring-Cleavage Dioxygenase; Intradiol ring-cleavage dioxygenase, core; Intradiol ring-cleavage dioxygenase, C-terminal; Hydroxyquinol/catechol 1,2-dioxygenase; Catechol dioxygenase, N-terminal	N/A	6	K04098	N/A	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5476	10.1042/0264-6021:3630377;10.1016/0008-6215(94)00177-4
Q5B2Q2	AN5178	Maleylacetate reductase	Maleylacetate reductase, putative (AFU_orthologue AFUA_6G07090)	Q5B2Q2	AN5178	IPR001670; IPR034786; IPR039697; IPR056798; IPR016435	Alcohol dehydrogenase, iron-type/glycerol dehydrogenase GldA; Maleylacetate reductase; Iron-type alcohol dehydrogenase-like; Fe-containing alcohol dehydrogenase-like, C-terminal; Diphthamide synthesis DPH1/DPH2	N/A	5	K00217	N/A	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5476	10.1128/aem.63.12.4638-4644.1997; 10.1111/j.1567-1364.2001.tb00023.x; 10.1099/00221287-140-4-779; 10.1016/0008-6215(94)00177-4; 10.1042/bst026s164; 10.1128/aem.65.12.5500-5503.1999; 10.1042/0264-6021:3630377; 10.1107/s0907444904004937; 10.1016/j.jmb.2004.03.003; 10.1111/j.1742-4658.2005.04849.x; 10.1016/j.febslet.2006.09.039
A2QAP8	HqdA	Hydroxyquinol 1,2-dioxygenase (EC 1.13.11.37)	Intradiol ring-cleavage dioxygenase hqdA (EC 1.13.11.1) (EC 1.13.11.37)	A2QAP8		IPR050770; IPR000627; IPR015889; IPR007535; IPR039390	Intradiol Ring-Cleavage Dioxygenase; Intradiol ring-cleavage dioxygenase, C-terminal; Intradiol ring-cleavage dioxygenase, core; Catechol dioxygenase, N-terminal; Hydroxyquinol/catechol 1,2-dioxygenase	N/A	6	K04098	N/A	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	425011	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061	10.1128/AEM.00374-07
NRRL3_02644	NRRL3_02644	Hydroxyquinol 1,2-dioxygenase		N/A		IPR015889; IPR007535; IPR050770; IPR039390; IPR000627	Intradiol ring-cleavage dioxygenase, core; Catechol dioxygenase, N-terminal; Intradiol Ring-Cleavage Dioxygenase; Hydroxyquinol/catechol 1,2-dioxygenase; Intradiol ring-cleavage dioxygenase, C-terminal	N/A	6	K04098	N/A	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	10.1128/aem.63.12.4638-4644.1997
NRRL3_05330	NRRL3_05330	Hydroxyquinol 1,2-dioxygenase, variant 2		N/A		IPR000627; IPR015889; IPR050770; IPR007535	Intradiol ring-cleavage dioxygenase, C-terminal; Intradiol ring-cleavage dioxygenase, core; Intradiol Ring-Cleavage Dioxygenase; Catechol dioxygenase, N-terminal	N/A	6	N/A	N/A	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	10.1016/j.fgb.2010.04.011
Q59Z18	HQD1	Hydroxyquinol 1,2-dioxygenase	Intradiol ring-cleavage dioxygenases domain-containing protein	Q59Z18	C2_07250C_A	IPR007535; IPR000627; IPR039390; IPR050770; IPR015889	Catechol dioxygenase, N-terminal; Intradiol ring-cleavage dioxygenase, C-terminal; Hydroxyquinol/catechol 1,2-dioxygenase; Intradiol Ring-Cleavage Dioxygenase; Intradiol ring-cleavage dioxygenase, core	N/A	6	K04098	N/A	Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)	237561	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5476	10.1016/j.fgb.2010.04.011
G8BJM5	HDX1	Hydroxyquinol 1,2-dioxygenase	INTRADIOL_DIOXYGENAS domain-containing protein	G8BJM5	CPAR2_406440	IPR050770; IPR015889; IPR000627; IPR007535	Intradiol Ring-Cleavage Dioxygenase; Intradiol ring-cleavage dioxygenase, core; Intradiol ring-cleavage dioxygenase, C-terminal; Catechol dioxygenase, N-terminal	N/A	6	N/A	N/A	Candida parapsilosis (strain CDC 317 / ATCC MYA-4646) (Yeast) (Monilia parapsilosis)	578454	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5480	10.1016/j.fgb.2010.04.011
M2PH20	GsHDX1	Hydroxyquinol 1,2-dioxygenase	Intradiol ring-cleavage dioxygenases domain-containing protein	M2PH20	Cersu1_116134	IPR015889; IPR000627; IPR050770; IPR007535	Intradiol ring-cleavage dioxygenase, core; Intradiol ring-cleavage dioxygenase, C-terminal; Intradiol Ring-Cleavage Dioxygenase; Catechol dioxygenase, N-terminal	N/A	6	K04098	N/A	Gelatoporia subvermispora (strain B) (White-rot fungus)	914234	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 5303, 2028217, 98757, 42742	10.1016/j.fgb.2010.04.011
M2RFP1	GsMAR1	Maleylacetate reductase	Uncharacterized protein	M2RFP1	Cersu1_114286	IPR039697; IPR018211; IPR001670; IPR056798	Iron-type alcohol dehydrogenase-like; Alcohol dehydrogenase, iron-type, conserved site; Alcohol dehydrogenase, iron-type/glycerol dehydrogenase GldA; Fe-containing alcohol dehydrogenase-like, C-terminal	N/A	5	N/A	N/A	Gelatoporia subvermispora (strain B) (White-rot fungus)	914234	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 5303, 2028217, 98757, 42742	10.3389/fbioe.2019.00249
A0A084FWX4	SAPIO_CDS9497	Maleylacetate reductase (evidence limited to its presence in a gene cluster)	Maleylacetate reductase (EC 1.3.1.32)	A0A084FWX4		IPR056798; IPR034786; IPR001670; IPR039697	Fe-containing alcohol dehydrogenase-like, C-terminal; Maleylacetate reductase; Alcohol dehydrogenase, iron-type/glycerol dehydrogenase GldA; Iron-type alcohol dehydrogenase-like	N/A	5	K00217	N/A	Scedosporium apiospermum (Pseudallescheria apiosperma)	563466	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5592, 5593, 41687	10.1111/jam.14505
A0A084FWX5	SAPIO_CDS9498	Hydroxyquinol 1,2-dioxygenase (evidence limited to its presence in a gene cluster)	Hydroxyquinol 1,2-dioxygenase	A0A084FWX5		IPR039390; IPR007535; IPR000627; IPR050770; IPR015889	Hydroxyquinol/catechol 1,2-dioxygenase; Catechol dioxygenase, N-terminal; Intradiol ring-cleavage dioxygenase, C-terminal; Intradiol Ring-Cleavage Dioxygenase; Intradiol ring-cleavage dioxygenase, core	N/A	6	K04098	N/A	Scedosporium apiospermum (Pseudallescheria apiosperma)	563466	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222543, 5592, 5593, 41687	10.3389/fbioe.2019.00249
XP_008036115	TvHDX1	Hydroxyquinol 1,2-dioxygenase		XP_008036115.1	TRAVEDRAFT_28066	IPR000627; IPR015889; IPR007535; IPR050770	Intradiol ring-cleavage dioxygenase, C-terminal; Intradiol ring-cleavage dioxygenase, core; Catechol dioxygenase, N-terminal; Intradiol Ring-Cleavage Dioxygenase	N/A	6	K04098	N/A	Trametes versicolor FP-101664 SS1	717944	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 5303, 5317, 5324, 5325, 717944	10.3389/fbioe.2019.00249
XP_008034464	TvMAR1	Maleylacetate reductase		XP_008034464.1	TRAVEDRAFT_113954	IPR039697; IPR001670; IPR018211; IPR056798	Iron-type alcohol dehydrogenase-like; Alcohol dehydrogenase, iron-type/glycerol dehydrogenase GldA; Alcohol dehydrogenase, iron-type, conserved site; Fe-containing alcohol dehydrogenase-like, C-terminal	N/A	5	N/A	N/A	Trametes versicolor FP-101664 SS1	717944	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 355688, 5303, 5317, 5324, 5325, 717944	10.1016/j.jbiosc.2021.11.001
C8V4N3	AN10520	3-Carboxymuconolactone hydrolase	Alpha/beta hydrolase, putative (AFU_orthologue AFUA_6G11570)	C8V4N3	AN10520	IPR000073; IPR029058	Alpha/beta hydrolase fold-1; Alpha/Beta hydrolase fold	2.3.1.9	39	N/A	N/A	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720870, 162425	10.1002/prot.24649
Q5BE79	AN1151	3-Carboxy-cis,cis-muconate cyclase (5.5.1.5)	Carboxy-cis,cis-muconate cyclase, putative (AFU_orthologue AFUA_6G11580)	Q5BE79	AN1151	IPR015943; IPR019405; IPR050282	WD40/YVTN repeat-like-containing domain superfamily; Lactonase, 7-bladed beta-propeller; Cycloisomerase 2	5.5.1.5	4	K14334	K14334	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5476	10.1007/s00253-009-1913-z
Q5B2J8	AN5232	3-Carboxymuconolactone decarboxylase	4-carboxymuconolactone decarboxylase family protein (AFU_orthologue AFUA_6G11590)	Q5B2J8	AN5232	IPR029032; IPR003779	AhpD-like; Carboxymuconolactone decarboxylase-like	N/A	104	N/A	N/A	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5476	10.1038/nature14560
Q5AT14	AN8566	Protocatechuate-3,4-dioxygenase (1.13.11.3)	Intradiol ring-cleavage dioxygenase prcA (EC 1.13.11.3) (Protocatechuate 3,4-dioxygenase A)	Q5AT14	AN8566	IPR050770; IPR000627; IPR015889; IPR007535	Intradiol Ring-Cleavage Dioxygenase; Intradiol ring-cleavage dioxygenase, C-terminal; Intradiol ring-cleavage dioxygenase, core; Catechol dioxygenase, N-terminal	1.13.11.1	6	K03381	K03381	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5476	10.1016/j.funbio.2017.05.006
A2R1P9	PrcA	Protocatechuate 3,4-dioxygenase (1.13.11.3)	Intradiol ring-cleavage dioxygenase prcA (EC 1.13.11.3) (Protocatechuate 3,4-dioxygenase A)	A2R1P9		IPR015889; IPR050770; IPR000627; IPR007535	Intradiol ring-cleavage dioxygenase, core; Intradiol Ring-Cleavage Dioxygenase; Intradiol ring-cleavage dioxygenase, C-terminal; Catechol dioxygenase, N-terminal	1.13.11.1	6	K03381	K03381	Aspergillus niger (strain ATCC MYA-4892 / CBS 513.88 / FGSC A1513)	425011	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061	10.1016/j.ibiod.2015.08.004
NRRL3_01409	ChdA	3-Carboxymuconolactone hydrolase		N/A		IPR003497; IPR011008; IPR029058; IPR000073	BRO N-terminal domain; Dimeric alpha-beta barrel; Alpha/Beta hydrolase fold; Alpha/beta hydrolase fold-1	2.3.1.9	39	N/A	N/A	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	10.1007/s12010-019-03189-6
NRRL3_02586	CmcA	3-Carboxy-cis,cis-muconate cyclase (5.5.1.5)		N/A		IPR050282; IPR019405; IPR015943	Cycloisomerase 2; Lactonase, 7-bladed beta-propeller; WD40/YVTN repeat-like-containing domain superfamily	5.5.1.5	4	K14334	K14334	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	10.1099/00221287-135-7-2035; 10.1006/jmbi.1993.1552; 10.1042/bst0160865; 10.3923/pjbs.2002.871.877
NRRL3_00837	NRRL3_00837	3-Carboxymuconolactone decarboxylase		N/A		IPR029032; IPR003779	AhpD-like; Carboxymuconolactone decarboxylase-like	N/A	104	N/A	N/A	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	10.1042/bj3330107; 10.1042/bj2930455
NRRL3_01405	PcrA	Protocatechuate 3,4-dioxygenase (1.13.11.3)		N/A		IPR015889; IPR050770; IPR000627; IPR007535	Intradiol ring-cleavage dioxygenase, core; Intradiol Ring-Cleavage Dioxygenase; Intradiol ring-cleavage dioxygenase, C-terminal; Catechol dioxygenase, N-terminal	1.13.11.1	6	K03381	K03381	Aspergillus niger NRRL3	1451139	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720871, 5061, 1451139	10.1038/nature02046; 10.1046/j.1432-1033.2002.03296.x
A0A0D3QFR8	PcaB3	Protocatechuate 3,4-dioxygenase	Protocatechuate 3,4-dioxygenase beta subunit	A0A0D3QFR8	KJ522470	IPR015889; IPR000627	Intradiol ring-cleavage dioxygenase, core; Intradiol ring-cleavage dioxygenase, C-terminal	N/A	3	N/A	N/A	Diaporthe liquidambaris	2025498	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222544, 5114, 767018, 36922	10.1016/j.jbiosc.2009.11.011; 10.1038/nature02046; 10.1128/aem.00762-15
P38677	NCU04071	3-Carboxy-cis,cis-muconate cyclase (5.5.1.5)	Carboxy-cis,cis-muconate cyclase (EC 5.5.1.5) (3-carboxy-cis,cis-muconate lactonizing enzyme) (CMLE)	P38677	NCU04071	IPR015943; IPR050282; IPR019405	WD40/YVTN repeat-like-containing domain superfamily; Cycloisomerase 2; Lactonase, 7-bladed beta-propeller	5.5.1.5	4	K14334	K14334	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	367110	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 715989, 147550, 222544, 5139, 5148, 5140, 5141	10.1016/0378-1119(94)90363-8; 10.1007/s002530100742; 10.1021/jf026224d; 10.1038/nature02046; 10.1128/aem.01246-07; 10.1016/j.abb.2007.08.009; 10.1016/j.jbiosc.2009.11.011; 10.1007/s00253-011-3237-z; 10.1007/s00253-012-4522-1; 10.1021/cb5008103; 10.1186/s13568-015-0103-x
A0A067NHM4	PLEOSDRAFT_1048986	3-Carboxy-cis,cis-muconate cyclase (5.5.1.5) (evidence limited to its presence in a gene cluster)	3-carboxy-cis,cis-mucoante lactonizing enzyme	A0A067NHM4	PLEOSDRAFT_1048986	IPR011048; IPR015943; IPR019405; IPR050282	Cytochrome cd1-nitrite reductase-like, haem d1 domain superfamily; WD40/YVTN repeat-like-containing domain superfamily; Lactonase, 7-bladed beta-propeller; Cycloisomerase 2	5.5.1.5	4	K14334	K14334	Pleurotus ostreatus (strain PC15) (Oyster mushroom)	1137138	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 452333, 5338, 2983527, 104366, 5320, 5322	10.1016/j.jbiotec.2003.12.003
A0A067N613	PLEOSDRAFT_1049235	3-Carboxymuconolactone isomerase, putative (Agaricomycetes specific) (evidence limited to its presence in a gene cluster)	Uncharacterized protein	A0A067N613	PLEOSDRAFT_1049235	N/A	N/A	N/A	31	N/A	N/A	Pleurotus ostreatus (strain PC15) (Oyster mushroom)	1137138	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 452333, 5338, 2983527, 104366, 5320, 5322	10.1128/aem.02301-25
A0A067N5I1	PLEOSDRAFT_1068280	3-Carboxymuconolactone decarboxylase/hydrolase (evidence limited to its presence in a gene cluster)	AB hydrolase-1 domain-containing protein	A0A067N5I1	PLEOSDRAFT_1068280	IPR003779; IPR029058; IPR000073; IPR029032	Carboxymuconolactone decarboxylase-like; Alpha/Beta hydrolase fold; Alpha/beta hydrolase fold-1; AhpD-like	N/A	2	N/A	N/A	Pleurotus ostreatus (strain PC15) (Oyster mushroom)	1137138	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 452333, 5338, 2983527, 104366, 5320, 5322	10.1186/s12934-021-01643-x;10.1016/j.scenv.2024.100179
A0A067N8I4	PLEOSDRAFT_41780	Protocatechuate 3,4-dioxygenase, basidiomycota specific (evidence limited to its presence in a gene cluster)	Intradiol ring-cleavage dioxygenases domain-containing protein	A0A067N8I4	PLEOSDRAFT_41780	IPR015889	Intradiol ring-cleavage dioxygenase, core	N/A	3	N/A	N/A	Pleurotus ostreatus (strain PC15) (Oyster mushroom)	1137138	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 452333, 5338, 2983527, 104366, 5320, 5322	10.1186/s12934-021-01643-x
M7XLR2	RHTO_05019	3-Carboxymuconolactone decarboxylase/hydrolase (evidence limited to its presence in a gene cluster)	Alpha/beta hydrolase	M7XLR2		IPR029032; IPR029058; IPR003779; IPR000073	AhpD-like; Alpha/Beta hydrolase fold; Carboxymuconolactone decarboxylase-like; Alpha/beta hydrolase fold-1	N/A	2	K01607	N/A	Rhodotorula toruloides (strain NP11) (Yeast) (Rhodosporidium toruloides)	1130832	131567, 2759, 33154, 4751, 451864, 5204, 29000, 162481, 231213, 1799696, 5533, 5286	10.1007/s12010-025-05456-1
M7X416	RHTO_05020	3-Carboxymuconolactone isomerase, putative (homolog of N-terminal 3-carboxymuconolactone hydrolase of ascomycota) (evidence limited to its presence in a gene cluster)	Uncharacterized protein	M7X416		N/A	N/A	N/A	31	N/A	N/A	Rhodotorula toruloides (strain NP11) (Yeast) (Rhodosporidium toruloides)	1130832	131567, 2759, 33154, 4751, 451864, 5204, 29000, 162481, 231213, 1799696, 5533, 5286	10.1007/s12010-025-05456-1
M7X3E6	RHTO_05021	3-Carboxy-cis,cis-muconate cyclase (5.5.1.5) (evidence limited to its presence in a gene cluster)	Muconate cycloisomerase	M7X3E6		IPR015943; IPR019405; IPR050282	WD40/YVTN repeat-like-containing domain superfamily; Lactonase, 7-bladed beta-propeller; Cycloisomerase 2	5.5.1.5	4	K14334	K14334	Rhodotorula toruloides (strain NP11) (Yeast) (Rhodosporidium toruloides)	1130832	131567, 2759, 33154, 4751, 451864, 5204, 29000, 162481, 231213, 1799696, 5533, 5286	10.1007/s12010-025-05456-1
M7WW75	RHTO_05022	Protocatechuate 3,4-dioxygenase, basidiomycota specific (evidence limited to its presence in a gene cluster)	Intradiol ring-cleavage dioxygenase, C-terminal domain containing protein	M7WW75		IPR015889; IPR000627	Intradiol ring-cleavage dioxygenase, core; Intradiol ring-cleavage dioxygenase, C-terminal	N/A	3	N/A	N/A	Rhodotorula toruloides (strain NP11) (Yeast) (Rhodosporidium toruloides)	1130832	131567, 2759, 33154, 4751, 451864, 5204, 29000, 162481, 231213, 1799696, 5533, 5286	10.1007/s12010-025-05456-1
C7FF05	AbPPO4	Polyphenol oxidase 4 (PPO4) (Phenolase 4) (EC 1.14.18.1) (Cresolase) (Tyrosinase 4)	Polyphenol oxidase 4 (PPO4) (Phenolase 4) (EC 1.14.18.1) (Cresolase) (Tyrosinase 4)	C7FF05		IPR050316; IPR016216; IPR008922; IPR002227; IPR041640	Tyrosinase and Hemocyanin; Monophenol monooxygenase, fungi; Di-copper centre-containing domain superfamily; Tyrosinase copper-binding domain; Tyrosinase, C-terminal	1.14.18.1	26	K00505	K00505	Agaricus bisporus (White button mushroom)	5341	131567, 2759, 33154, 4751, 451864, 5204, 5302, 155619, 452333, 5338, 2982305, 5339, 5340	10.1007/s12010-025-05456-1
A0AAN6BT69	ALT_4121	Phenylalanine/tyrosine ammonia-lyase	Phenylalanine/tyrosine ammonia-lyase	A0AAN6BT69		IPR024083; IPR005922; IPR023144; IPR001106; IPR022313; IPR008948	Fumarase/histidase, N-terminal; Phenylalanine ammonia-lyase; Phenylalanine ammonia-lyase, shielding domain superfamily; Aromatic amino acid lyase; Phenylalanine/histidine ammonia-lyases, active site; L-Aspartase-like	4.3.1.24	29	K10775	K10775	Aspergillus lentulus	293939	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147538, 716546, 147545, 451871, 5042, 1131492, 5052, 2720872	10.1007/s12010-025-05456-1
Q5BCQ7	AroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited (EC 2.5.1.54)	Phospho-2-dehydro-3-deoxyheptonate aldolase (EC 2.5.1.54)	Q5BCQ7	AN1673	IPR013785; IPR002480	Aldolase-type TIM barrel; DAHP synthetase, class II	2.5.1.54	93	K01626	K01626	Aspergillus nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	227321	131567, 2759, 33154, 4751, 451864, 4890, 716545, 147537, 3239874, 2916678, 766764, 1535325, 5475, 5476	10.1002/(sici)1097-0134; 10.1074/jbc.273.14.7865; 10.1074/jbc.274.50.35514; 10.1074/jbc.275.20.14799; 10.1073/pnas.160175897; 10.1074/jbc.m004753200;10.1111/j.1432-1033.1992.tb17231.x; 10.1111/j.1432-1033.1995.271_c.x 10.1016/s0014-5793(97)01605-0
